Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
CCE-1-2-H1NAA588  ;Entry box set-CH21            ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   12828.30
CCE-10-45NSLNT1   ;Step chain box-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-10-45NSLNT2   ;Step chain box-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-10-45NSLNT3   ;Step chain box-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-10-45NSLNT4   ;Step chain box-CH13           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-10-45NSLNT5   ;Step chain box-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22833.78
CCE-10-45NSLNT6   ;Step chain box-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22884.38
CCE-10-45NSLNT7   ;Step chain box-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27130.12
CCE-10-45NSLNT8   ;Step chain box-CH09           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27140.89
CCE-10-73KKPG32   ;Step chain box-CH26           ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;   25461.94
CCE-10-73KKPG33   ;Step chain box-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   25550.23
CCE-10-B8NAA316   ;Step chain box-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-10-B8NAA317   ;Step chain box-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-10-B8NAA318   ;Step chain box-CH32           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29846.66
CCE-10-B8NAA319   ;Step chain box-CH35           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-10-CX03LINK   ;Step chain box-CF83           ;D110    ;81;P50 ;10/09/20;07:18:32;MIRKA      ;   23120.04
CCE-10-CX07LINK   ;Step chain box-CH17           ;D110    ;81;P50 ;10/09/20;07:17:34;THONOVAP   ;   23267.55
CCE-10-H1NAA585   ;Step chain box-CH24           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26166.39
CCE-10-H1NAA586   ;Step chain box-CH23           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26112.20
CCE-10-H1NAA587   ;Step chain box-CH22           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   23633.77
CCE-10-H1NAA588   ;Step chain box-CH21           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   23633.77
CCE-11-45NSLNT1   ;Machine box-CH16              ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-11-45NSLNT2   ;Machine box-CH15              ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-11-45NSLNT3   ;Machine box-CH14              ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-11-45NSLNT4   ;Machine box-CH13              ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-11-45NSLNT5   ;Machine box-CH12              ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22833.78
CCE-11-45NSLNT6   ;Machine box-CH11              ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22884.38
CCE-11-45NSLNT7   ;Machine box-CH10              ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27130.12
CCE-11-45NSLNT8   ;Machine box-CH09              ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27140.89
CCE-11-73KKPG32   ;Machine box-CH26              ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;   25461.94
CCE-11-73KKPG33   ;Machine box-CH25              ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   25550.23
CCE-11-B8NAA316   ;Machine box-CH34              ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-11-B8NAA317   ;Machine box-CH33              ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-11-B8NAA318   ;Machine box-CH32              ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29846.66
CCE-11-B8NAA319   ;Machine box-CH35              ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-11-CX03LINK   ;Machine box-CF83              ;D110    ;81;P50 ;10/09/20;07:19:17;MIRKA      ;   23120.04
CCE-11-CX07LINK   ;Machine box-CH17              ;D110    ;81;P50 ;10/09/20;07:18:47;THONOVAP   ;   23267.55
CCE-11-H1NAA585   ;Machine box-CH24              ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26166.39
CCE-11-H1NAA586   ;Machine box-CH23              ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26112.20
CCE-11-H1NAA587   ;Machine box-CH22              ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   23633.77
CCE-11-H1NAA588   ;Machine box-CH21              ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   23633.77
CCE-12-45NSLNT1   ;Guide rail box-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-12-45NSLNT2   ;Guide rail box-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-12-45NSLNT3   ;Guide rail box-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-12-45NSLNT4   ;Guide rail box-CH13           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-12-45NSLNT5   ;Guide rail box-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22833.78
CCE-12-45NSLNT6   ;Guide rail box-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22884.38
CCE-12-45NSLNT7   ;Guide rail box-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27130.12
CCE-12-45NSLNT8   ;Guide rail box-CH09           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27140.89
CCE-12-73KKPG32   ;Guide rail box-CH26           ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;   25461.94
CCE-12-73KKPG33   ;Guide rail box-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   25550.23
CCE-12-B8NAA316   ;Guide rail box-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-12-B8NAA317   ;Guide rail box-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-12-B8NAA318   ;Guide rail box-CH32           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29846.66
CCE-12-B8NAA319   ;Guide rail box-CH35           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-12-CX03LINK   ;Guide rail box-CF83           ;D110    ;81;P50 ;10/09/20;07:20:19;MIRKA      ;   23210.04
CCE-12-CX07LINK   ;Guide rail box-CH17           ;D110    ;81;P50 ;10/09/20;07:19:53;THONOVAP   ;   23267.55
CCE-12-H1NAA585   ;Guide rail box-CH24           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26166.39
CCE-12-H1NAA586   ;Guide rail box-CH23           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26112.20
CCE-12-H1NAA587   ;Guide rail box-CH22           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   23633.77
CCE-12-H1NAA588   ;Guide rail box-CH21           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   23633.77
CCE-13-45NSLNT1   ;Controller box-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-13-45NSLNT2   ;Controller box-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22716.86
CCE-13-45NSLNT3   ;Controller box-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-13-45NSLNT4   ;Controller box-CH13           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;   22601.69
CCE-13-45NSLNT5   ;Controller box-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22833.78
CCE-13-45NSLNT6   ;Controller box-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   22884.38
CCE-13-45NSLNT7   ;Controller box-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27130.12
CCE-13-45NSLNT8   ;Controller box-CH09           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;   27140.89
CCE-13-73KKPG32   ;Controller box-CH26           ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;   25461.94
CCE-13-73KKPG33   ;Controller box-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   25550.23
CCE-13-B8NAA316   ;Controller box-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-13-B8NAA317   ;Controller box-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-13-B8NAA318   ;Controller box-CH32           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29846.66
CCE-13-B8NAA319   ;Controller box-CH35           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   29792.45
CCE-13-CX03LINK   ;Controller box-CF83           ;D110    ;81;P50 ;10/09/20;07:21:09;MIRKA      ;   23210.04
CCE-13-CX07LINK   ;Controller box-CH17           ;D110    ;81;P50 ;10/09/20;07:20:30;THONOVAP   ;   23267.55
CCE-13-H1NAA585   ;Controller box-CH24           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26166.39
CCE-13-H1NAA586   ;Controller box-CH23           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;   26112.20
CCE-13-H1NAA587   ;Controller box-CH22           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;   23633.77
CCE-13-H1NAA588   ;Controller box-CH21           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;   23633.77
CCE-14-45NSLNT1   ;Step box (ALUM)-CH16          ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     504.82
CCE-14-45NSLNT2   ;Step box (ALUM)-CH15          ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     504.82
CCE-14-45NSLNT3   ;Step box (ALUM)-CH14          ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     513.67
CCE-14-45NSLNT4   ;Step box (ALUM)-CH13          ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     513.67
CCE-14-45NSLNT5   ;Step box (ALUM)-CH12          ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     496.39
CCE-14-45NSLNT6   ;Step box (ALUM)-CH11          ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     497.49
CCE-14-45NSLNT7   ;Step box (ALUM)-CH10          ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     361.73
CCE-14-45NSLNT8   ;Step box (ALUM)-CH09          ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     361.88
CCE-14-73KKPG32   ;Step box (ALUM)-CH26          ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;     439.00
CCE-14-73KKPG33   ;Step box (ALUM)-CH25          ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;     440.52
CCE-14-B8NAA316   ;Step box (ALUM)-CH34          ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;     392.01
CCE-14-B8NAA317   ;Step box (ALUM)-CH33          ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;     392.01
CCE-14-B8NAA318   ;Step box (ALUM)-CH32          ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;     392.72
CCE-14-B8NAA319   ;Step box (ALUM)-CH35          ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     392.01
CCE-14-CX03LINK   ;Step box (ALUM)-CF83          ;D110    ;81;P50 ;10/09/20;07:21:49;MIRKA      ;   23210.04
CCE-14-CX07LINK   ;Step box (ALUM)-CH17          ;D110    ;81;P50 ;10/09/20;07:21:30;THONOVAP   ;   23267.55
CCE-14-H1NAA585   ;Step box (ALUM)-CH24          ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;     396.46
CCE-14-H1NAA586   ;Step box (ALUM)-CH23          ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;     395.64
CCE-14-H1NAA587   ;Step box (ALUM)-CH22          ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;     513.78
CCE-14-H1NAA588   ;Step box (ALUM)-CH21          ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;     513.78
CCE-15-1-45NSLNT1 ;Main drive chain-CH16         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-1-45NSLNT2 ;Main drive chain-CH15         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-1-45NSLNT3 ;Main drive chain-CH14         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-1-45NSLNT4 ;Main drive chain-CH13         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-1-45NSLNT5 ;Main drive chain-CH12         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-1-45NSLNT6 ;Main drive chain-CH11         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-1-45NSLNT7 ;Main drive chain-CH10         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-1-45NSLNT8 ;Main drive chain-CH09         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-1-73KKPG32 ;Main drive chain-CH26         ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-1-73KKPG33 ;Main drive chain-CH25         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-1-B8NAA316 ;Main drive chain-CH34         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-1-B8NAA317 ;Main drive chain-CH33         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-1-B8NAA318 ;Main drive chain-CH32         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-1-B8NAA319 ;Main drive chain-CH35         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-1-CX03LINK ;Main drive chain-CF83         ;D110    ;81;P50 ;10/09/20;07:22:41;MIRKA      ;     967.09
CCE-15-1-CX07LINK ;Main drive chain-CH17         ;D110    ;81;P50 ;10/09/20;07:22:06;THONOVAP   ;     969.48
CCE-15-1-H1NAA585 ;Main drive chain-CH24         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-1-H1NAA586 ;Main drive chain-CH23         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-1-H1NAA587 ;Main drive chain-CH22         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-1-H1NAA588 ;Main drive chain-CH21         ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-10-45NSLNT1;Bracket OP20 set-CH16         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-10-45NSLNT2;Bracket OP20 set-CH15         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-10-45NSLNT3;Bracket OP20 set-CH14         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-10-45NSLNT4;Bracket OP20 set-CH13         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-10-45NSLNT5;Bracket OP20 set-CH12         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-10-45NSLNT6;Bracket OP20 set-CH11         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-10-45NSLNT7;Bracket OP20 set-CH10         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-10-45NSLNT8;Bracket OP20 set-CH09         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-10-73KKPG32;Bracket OP20 set-CH26         ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-10-73KKPG33;Bracket OP20 set-CH25         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-10-B8NAA316;Bracket OP20 set-CH34         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-10-B8NAA317;Bracket OP20 set-CH33         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-10-B8NAA318;Bracket OP20 set-CH32         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-10-B8NAA319;Bracket OP20 set-CH35         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-10-CX03LINK;Bracket OP20 set-CF83         ;D110    ;81;P50 ;10/09/20;07:23:22;MIRKA      ;     967.09
CCE-15-10-CX07LINK;Bracket OP20 set-CH17         ;D110    ;81;P50 ;10/09/20;07:22:52;THONOVAP   ;     969.48
CCE-15-10-H1NAA585;Bracket OP20 set-CH24         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-10-H1NAA586;Bracket OP20 set-CH23         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-10-H1NAA587;Bracket OP20 set-CH22         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-10-H1NAA588;Bracket OP20 set-CH21         ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-11-45NSLNT1;OP30 set-CH16                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-11-45NSLNT2;OP30 set-CH15                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-11-45NSLNT3;OP30 set-CH14                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-11-45NSLNT4;OP30 set-CH13                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-11-45NSLNT5;OP30 set-CH12                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-11-45NSLNT6;OP30 set-CH11                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-11-45NSLNT7;OP30 set-CH10                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-11-45NSLNT8;OP30 set-CH09                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-11-73KKPG32;OP30 set-CH26                 ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-11-73KKPG33;OP30 set-CH25                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-11-B8NAA316;OP30 set-CH34                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-11-B8NAA317;OP30 set-CH33                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-11-B8NAA318;OP30 set-CH32                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-11-B8NAA319;OP30 set-CH35                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-11-CX03LINK;OP30 set-CF83                 ;D110    ;81;P50 ;10/09/20;07:24:03;MIRKA      ;     967.09
CCE-15-11-CX07LINK;OP30 set-CH17                 ;D110    ;81;P50 ;10/09/20;07:23:27;THONOVAP   ;     969.48
CCE-15-11-H1NAA585;OP30 set-CH24                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-11-H1NAA586;OP30 set-CH23                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-11-H1NAA587;OP30 set-CH22                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-11-H1NAA588;OP30 set-CH21                 ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-12-45NSLNT1;Oil pan-CH16                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-12-45NSLNT2;Oil pan-CH15                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-12-45NSLNT3;Oil pan-CH14                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-12-45NSLNT4;Oil pan-CH13                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-12-45NSLNT5;Oil pan-CH12                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-12-45NSLNT6;Oil pan-CH11                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-12-45NSLNT7;Oil pan-CH10                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-12-45NSLNT8;Oil pan-CH09                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-12-73KKPG32;Oil pan-CH26                  ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-12-73KKPG33;Oil pan-CH25                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-12-B8NAA316;Oil pan-CH34                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-12-B8NAA317;Oil pan-CH33                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-12-B8NAA318;Oil pan-CH32                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-12-B8NAA319;Oil pan-CH35                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-12-CX03LINK;Oil pan-CF83                  ;D110    ;81;P50 ;10/09/20;07:24:44;MIRKA      ;     967.09
CCE-15-12-CX07LINK;Oil pan-CH17                  ;D110    ;81;P50 ;10/09/20;07:24:10;THONOVAP   ;     969.48
CCE-15-12-H1NAA585;Oil pan-CH24                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-12-H1NAA586;Oil pan-CH23                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-12-H1NAA587;Oil pan-CH22                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-12-H1NAA588;Oil pan-CH21                  ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-13-45NSLNT1;Set OP40-CH16                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-13-45NSLNT2;Set OP40-CH15                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-13-45NSLNT3;Set OP40-CH14                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-13-45NSLNT4;Set OP40-CH13                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-13-45NSLNT5;Set OP40-CH12                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-13-45NSLNT6;Set OP40-CH11                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-13-45NSLNT7;Set OP40-CH10                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-13-45NSLNT8;Set OP40-CH09                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-13-73KKPG32;Set OP40-CH26                 ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-13-73KKPG33;Set OP40-CH25                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-13-B8NAA316;Set OP40-CH34                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-13-B8NAA317;Set OP40-CH33                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-13-B8NAA318;Set OP40-CH32                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-13-B8NAA319;Set OP40-CH35                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-13-CX03LINK;Set OP40-CF83                 ;D110    ;81;P50 ;10/09/20;07:25:29;MIRKA      ;     967.09
CCE-15-13-CX07LINK;Set OP40-CH17                 ;D110    ;81;P50 ;10/09/20;07:25:08;THONOVAP   ;     969.48
CCE-15-13-H1NAA585;Set OP40-CH24                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-13-H1NAA586;Set OP40-CH23                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-13-H1NAA587;Set OP40-CH22                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-13-H1NAA588;Set OP40-CH21                 ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-14-45NSLNT1;Electrical components-CH16    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-14-45NSLNT2;Electrical components-CH15    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-14-45NSLNT3;Electrical components-CH14    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-14-45NSLNT4;Electrical components-CH13    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-14-45NSLNT5;Electrical components-CH12    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-14-45NSLNT6;Electrical components-CH11    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-14-45NSLNT7;Electrical components-CH10    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-14-45NSLNT8;Electrical components-CH09    ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
