Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
PAXSKCN88NE24971  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;02/09/20;09:39:06;THONOVAP   ;   14617.62
PAXSKCN88NE24981  ;DVEøE KABINOVé PAX            ;V471    ;1 ;VO1 ;02/09/20;09:43:33;MIRKA      ;   14617.62
PAXSKTN75SE59151  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;26/08/20;06:44:18;THONOVAP   ;   13306.16
PAXSKTN75SE59161  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;26/08/20;06:44:52;THONOVAP   ;   13306.16
PAXSKTN75SE59171  ;DVEøE KABINOVé PAX            ;V471    ;1 ;VO1 ;26/08/20;06:45:36;THONOVAP   ;   13306.16
PAXSKTN75SE59181  ;DVEøE KABINOVé PAX            ;V471    ;1 ;VO1 ;26/08/20;06:46:02;THONOVAP   ;   13306.16
PAXSKTNC5KEJ4901  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;18/08/20;09:26:18;RADOCHAF   ;   13795.00
PAXSKTND8KEP7571  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;02/09/20;09:51:05;THONOVAP   ;   13305.90
PAXSKTND8KEP7581  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;02/09/20;09:53:12;MIRKA      ;   13305.90
PAXSKTNG3KEG5711  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;26/08/20;12:38:50;THONOVAP   ;   13306.00
PAXSKTNG3KEG5911  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;26/08/20;12:35:38;THONOVAP   ;   13305.90
PAXSKTNG3KEG5921  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;26/08/20;12:41:10;THONOVAP   ;   13306.00
PAXSKTNG3KEG5931  ;DVEøE KABINOVé PAX            ;V471    ;1 ;VO1 ;09/09/20;11:58:18;MIRKA      ;     521.80
PAXSKTZ32SK57821  ;dveøe kabinové PAX            ;V471    ;1 ;VO1 ;02/09/20;09:55:09;THONOVAP   ;   12464.15
PC11GA0038SA0561  ;BK_ZACHYCOVAÈ_COBIANCHI       ;V470    ;1 ;VO2 ;11/09/20;06:07:28;MIRKA      ;   15801.07
PC11GA0038SB0561  ;BK_ZACHYCOVAÈ_COBIANCHI       ;V470    ;1 ;VO2 ;11/09/20;06:13:18;MIRKA      ;   16549.50
PC11GA0038SC0561  ;BK_ZACHYCOVAÈ_COBIANCHI       ;V470    ;1 ;VO2 ;11/09/20;06:14:04;MIRKA      ;   16549.50
PC11GA0038SD0561  ;BK_ZACHYCOVAÈ_COBIANCHI       ;V470    ;1 ;VO2 ;11/09/20;06:14:43;MIRKA      ;   16549.50
PH12-47SN4940     ;BK_ROZVADìè MCS120M           ;V470    ;1 ;VO2 ;18/08/20;14:29:25;MIRKA      ;  111527.26
PH12-B1SY2394     ;rozvadìè mcs120m              ;V470    ;1 ;VO2 ;09/09/20;14:03:31;HANA       ;   72986.91
PH12-B1SY2395     ;rozvadìè mcs120m              ;V470    ;1 ;VO2 ;09/09/20;14:03:31;HANA       ;   72986.91
PH13-G5SE8066     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;04/09/20;12:04:09;MIRKA      ;  118954.25
PH57-47SE4866     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   83199.58
PH57-47SQJ160     ;BK_ROZVADEC MCS220M           ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;  141804.54
PH57-47SQQ723     ;BK_ROZVADìè MCS220 M OVF20    ;V470    ;1 ;VO2 ;09/09/20;14:03:31;HANA       ;  133790.03
PH57-47SQQ724     ;BK_ROZVADìè MCS220 M OVF20    ;V470    ;1 ;VO2 ;09/09/20;14:03:31;HANA       ;  133195.34
PH57-75SD8147     ;BK_ROZVADEC MCS220M           ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   96474.20
PI11-32SC6796     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;19/08/20;13:20:26;THONOVAP   ;   54163.20
PI11-32SD8570     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;18/08/20;14:29:00;MIRKA      ;   76792.56
PI11-32SD8571     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;03/09/20;12:27:16;THONOVAP   ;   76792.56
PI11-32SD8572     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;03/09/20;12:26:57;THONOVAP   ;   76792.56
PI11-38SD0526     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;04/09/20;12:11:04;MIRKA      ;   70541.58
PI11-38SF0526     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;04/09/20;12:11:24;MIRKA      ;   70541.58
PI11-47SA4040     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;18/08/20;14:26:40;MIRKA      ;   69122.56
PI11-47SA4041     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;03/09/20;12:28:05;THONOVAP   ;   69122.56
PI11-47SA9920     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;18/08/20;14:26:04;MIRKA      ;   79439.88
PI11-47SB0128     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;18/08/20;14:27:38;MIRKA      ;   58625.06
PI11-47SD8830     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;03/09/20;10:57:51;MIRKA      ;   77371.36
PI11-47SJ1187     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;18/08/20;14:24:16;MIRKA      ;   76199.76
PI11-47SN4879     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;25/08/20;12:56:08;THONOVAP   ;   77704.90
PI11-47SQL724     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;25/08/20;12:53:44;THONOVAP   ;   77705.00
PI11-47SQS382     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;25/08/20;12:55:44;THONOVAP   ;   75695.88
PI11-47SQU833     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;19/08/20;13:18:55;THONOVAP   ;   78695.76
PI11-47SU4261     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;03/09/20;11:01:31;MIRKA      ;   83044.00
PI11-47SX0678     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;03/09/20;12:26:13;THONOVAP   ;   77849.46
PI11-61SA7449     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;27/08/20;07:10:38;THONOVAP   ;  102181.82
PI11-75SADP99     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;10/09/20;06:15:05;THONOVAP   ;   84580.86
PI11-75SADQ01     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;03/09/20;12:27:39;THONOVAP   ;   84580.86
PI11-75SU95BV     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;19/08/20;13:19:39;THONOVAP   ;   66083.68
PI11-B1S0A021     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;18/08/20;14:22:34;MIRKA      ;   97995.04
PI11-C5SEJ634     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;04/09/20;12:14:57;MIRKA      ;   69150.45
PI11-C5SEJ635     ;BK_ROZVADìè GCS212MMR         ;V470    ;1 ;VO2 ;04/09/20;12:15:51;MIRKA      ;   69150.45
PI11-G3SEG783     ;rozvadìè GCS212MMR            ;V470    ;1 ;VO2 ;03/09/20;10:56:43;MIRKA      ;   63421.30
PI13-34SG0847     ;ROZVADìè GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:12:19;MIRKA      ;   70610.73
PI13-61SA5183     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;13:00:23;THONOVAP   ;   73353.80
PI13-61SA5184     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;18/08/20;14:28:02;MIRKA      ;   73353.80
PI13-61SE7266     ;ROZVADìè GCS222LVA            ;V470    ;1 ;VO2 ;04/09/20;12:16:30;MIRKA      ;   61696.31
PI20-32SK5845     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   37115.88
PI20-75SAEB29     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   44337.30
PI20-75SD1891     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   41796.00
PI20-75SE0918     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   39396.60
PI20-75SE0919     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   39396.60
PI20-75SE0920     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:31;HANA       ;   39396.60
PI20-75SE2770     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   39876.48
PI20-75SE2771     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   39876.48
PI20-75SE2772     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   39876.48
PI20-H3S01091     ;rozvadìè mcs220               ;V470    ;1 ;VO2 ;10/09/20;06:15:24;THONOVAP   ;   40175.20
PI52-47S0682F     ;BK_ROZVADìè MCS220 OVF20      ;V470    ;1 ;VO2 ;25/08/20;12:56:32;THONOVAP   ;  113284.08
PI52-47S2850E     ;BK_ROZVADìè MCS220 OVF20      ;V470    ;1 ;VO2 ;27/08/20;07:11:33;THONOVAP   ;  113284.08
PI52-75SE9858     ;BK_ROZVADìè MCS220 OVF20      ;V470    ;1 ;VO2 ;27/08/20;07:12:35;THONOVAP   ;   91176.80
PI52-75SE9859     ;BK_ROZVADìè MCS220 OVF20      ;V470    ;1 ;VO2 ;27/08/20;07:12:00;THONOVAP   ;   91176.80
PI52-75SE9865     ;BK_ROZVADìè MCS220 OVF20      ;V470    ;1 ;VO2 ;03/09/20;10:59:52;MIRKA      ;   90475.44
PI57-34SE5169     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   55671.76
PI57-34SE5171     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   55671.76
PI57-47SH2346     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;04/09/20;12:02:50;MIRKA      ;   55269.79
PI57-47SH2347     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;10/09/20;06:13:16;THONOVAP   ;   55698.24
PI57-61SA7175     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   72959.30
PI57-61SA7176     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   68322.01
PI57-61SA7185     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;25/08/20;12:58:27;THONOVAP   ;   61915.88
PI57-61SE3906     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;27/08/20;07:12:59;THONOVAP   ;   64672.92
PI57-61SE8223     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;10/09/20;06:16:11;THONOVAP   ;   61447.36
PI59-34SG3163     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:34;HANA       ;   49751.69
PI59-75SAC547     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   46753.21
PI59-75SAC664     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   46753.21
PL98-47KBK678     ;SESTAVA_BOXU                  ;D060    ;81;P72 ;10/09/20;13:11:09;THONOVAP   ;  325751.88
PL98-47KBK679     ;SESTAVA_BOXU                  ;D060    ;81;P72 ;10/09/20;13:12:20;THONOVAP   ;  325751.88
PM12-34SG5257     ;rozvadìè mcs120m              ;V470    ;1 ;VO2 ;18/08/20;14:23:17;MIRKA      ;   55407.82
PM12-38SC0562     ;BK_ROZVADìè MCS120M           ;V470    ;1 ;VO2 ;18/08/20;14:37:45;MIRKA      ;   95103.58
PM12-47SK7530     ;rozvadìè mcs120m              ;V470    ;1 ;VO2 ;04/09/20;12:00:39;MIRKA      ;   82339.92
PM12-75SA2113     ;rozvadìè mcs120m              ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   52641.03
PM12-75SA2257     ;BK_ROZVADEC MCS120M           ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   61631.56
PM13-47SP5709     ;ROZVADìè GCS222LVA            ;V470    ;1 ;VO2 ;03/09/20;10:58:21;MIRKA      ;   63367.38
PM13-61SA7183     ;ROZVADìè MCS120M              ;V470    ;1 ;VO2 ;03/09/20;10:59:24;MIRKA      ;   93729.85
PM13-61SE6088     ;ROZVADEC GCS120M              ;V470    ;1 ;VO2 ;03/09/20;11:01:55;MIRKA      ;   82186.93
PM13-75SAEA08     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;12:54:08;THONOVAP   ;  119153.32
PM13-75SAEA09     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;12:54:42;THONOVAP   ;  119153.32
PM13-75SAEA10     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;12:54:57;THONOVAP   ;  119153.32
PM13-75SAEA67     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;18/08/20;14:28:32;MIRKA      ;  106241.72
PM13-75SAEB04     ;BK_ROZVADìè GCS222LVA         ;V470    ;1 ;VO2 ;25/08/20;12:59:04;THONOVAP   ;  105043.12
PM13-B1SY2401     ;ROZVADìè GCS222LVA            ;V470    ;1 ;VO2 ;03/09/20;10:58:55;MIRKA      ;   68707.98
PM40-78CS9361     ;BK_ROZVADìè GCS222MMR         ;V470    ;1 ;VO2 ;10/09/20;06:13:42;THONOVAP   ;  238490.20
PM40-78CS9386     ;BK_ROZVADìè GCS222MMR         ;V470    ;1 ;VO2 ;18/08/20;14:38:25;MIRKA      ;  173200.56
PM57-32SK5760     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   72552.95
PM57-32SK5777     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;04/09/20;12:03:33;MIRKA      ;   71613.83
PM57-32SK5883     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   94851.89
PM57-34SY2390     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   84727.20
PM57-47SH2465     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   65923.90
PM57-47SZA894     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   90290.71
PM57-61SA7821     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   70088.54
PM57-61SE2932     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   64947.11
PM57-61SE8539     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   69426.51
PM57-61SR1613     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;  127327.39
PM57-61SY6004     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;   78868.54
PM57-75SE4514     ;rozvadìè MCS220 M OVF20       ;V470    ;1 ;VO2 ;09/09/20;14:03:33;HANA       ;  102231.21
PM59-32SK5761     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   54186.19
PM59-32SK5762     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   54186.19
PM59-32SK5891     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   54649.82
PM59-32SK5892     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;09/09/20;14:03:32;HANA       ;   52330.91
PM59-38SCA563     ;rozvadìè MCS220 M OVF10       ;V470    ;1 ;VO2 ;27/08/20;07:10:09;THONOVAP   ;   53449.24
PRPSSTNC5KEJ4901  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;18/08/20;09:26:59;RADOCHAF   ;   14076.00
PRPSSTNC5KEJ490X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;18/08/20;09:27:18;RADOCHAF   ;   16065.00
PRPSSTND8KEP7571  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;02/09/20;09:52:22;THONOVAP   ;    8134.50
PRPSSTND8KEP757X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;02/09/20;09:51:22;THONOVAP   ;    8925.00
PRPSSTND8KEP7581  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;02/09/20;09:54:39;MIRKA      ;   12774.73
PRPSSTND8KEP758X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;02/09/20;09:53:37;MIRKA      ;    8925.00
PRPSSTNG3KEG5711  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:40:01;THONOVAP   ;    6999.24
PRPSSTNG3KEG571X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:40:39;THONOVAP   ;    8925.00
PRPSSTNG3KEG5911  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:36:29;THONOVAP   ;    6339.05
PRPSSTNG3KEG591X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:36:00;THONOVAP   ;    8925.00
PRPSSTNG3KEG5921  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:51:28;THONOVAP   ;    6302.60
PRPSSTNG3KEG592X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;26/08/20;12:52:05;THONOVAP   ;    9180.00
PRPSSTNG3KEG5931  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;09/09/20;11:59:54;MIRKA      ;     248.58
PRPSSTNG3KEG593X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-P  ;V471    ;1 ;VO1 ;09/09/20;11:59:15;MIRKA      ;     350.00
PRSSSCN88NE24971  ;BK_DVEØE_©ACHETNÍ_PRIMA-S     ;V471    ;1 ;VO1 ;02/09/20;09:40:10;THONOVAP   ;    8188.82
PRSSSCN88NE2497X  ;BK_DVEØE_©ACHETNÍ_PRIMA-S     ;V471    ;1 ;VO1 ;02/09/20;09:39:33;THONOVAP   ;    8925.00
PRSSSCN88NE24981  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-S__;V471    ;1 ;VO1 ;02/09/20;09:44:35;MIRKA      ;    8191.27
PRSSSCN88NE2498X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-S__;V471    ;1 ;VO1 ;02/09/20;09:43:54;MIRKA      ;    8925.00
PRSSSTN32SK57821  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-S__;V471    ;1 ;VO1 ;19/08/20;10:15:09;MIRKA      ;    7650.00
PRSSSTN32SK5782X  ;BK_BK_DVEØE_©ACHETNÍ_PRIMA-S__;V471    ;1 ;VO1 ;19/08/20;10:15:43;MIRKA      ;    8925.00
RF10F08875SADT63  ;LANO DRAKO 210TF PRAVÉ        ;V314    ;1 ;VO8 ;09/09/20;07:30:57;MIRKA      ;    6732.00
RQA2001700061083  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;09:48:21;THONOVAP   ;    2887.84
RQA2001700063085  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;10:24:06;THONOVAP   ;    2887.84
RQA2001720061083  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;10:01:55;THONOVAP   ;    4927.67
RQA2010940100127  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;09:45:49;THONOVAP   ;    4583.88
RQA2020720075100  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;10:02:38;THONOVAP   ;    4583.88
RQA2030900061084  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;09:46:46;THONOVAP   ;    2887.84
RQA2031700040054  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;09:44:44;THONOVAP   ;    2887.85
RQA2501600061080  ;BK_OMEZOVAC_RYCHLOSTI_RQ-A    ;V470    ;1 ;VO2 ;08/09/20;09:45:19;THONOVAP   ;    3048.28
RT11F05775SY1890  ;LANO DRAKO 250T PRAVÉ         ;V314    ;1 ;VO8 ;08/09/20;07:33:47;THONOVAP   ;    6477.00
S01.DOPL1-78SV9932;DOPLNEK PRO KOVO PLANÁ        ;D110    ;81;P51 ;04/09/20;08:06:28;THONOVAP   ;       1.00
S09.02-CG98       ;SKLA                          ;D170    ;81;P51 ;18/08/20;10:07:07;THONOVAP   ;   20631.90
S09.02-CH00       ;SKLA                          ;D170    ;81;P51 ;18/08/20;10:17:19;THONOVAP   ;   20508.15
S09.02-CH02       ;SKLA                          ;D170    ;81;P51 ;19/08/20;09:34:43;THONOVAP   ;   21410.00
S09.02-CH04       ;SKLA                          ;D170    ;81;P51 ;20/08/20;13:55:50;THONOVAP   ;   20091.73
S12.ES1-45NSLNG4  ;ELECTRICAL INSTALATION        ;D060    ;81;P75 ;19/08/20;08:56:37;MIRKA      ;    4798.00
S12.ES1-45NSLNG8  ;ELECTRICAL INSTALATION        ;D060    ;81;P75 ;19/08/20;08:42:31;MIRKA      ;    5381.00
S12.ES1-45NSLNT1  ;ELEKTRO INSTALATION           ;D060    ;81;P75 ;18/08/20;12:17:40;THONOVAP   ;    2038.00
S12.ES1-45NSLNT7  ;ELECTRICAL INSTALATION        ;D060    ;81;P75 ;18/08/20;12:20:18;THONOVAP   ;    3578.00
S12.ES1-53NEB882  ;ELEKTROINSTALACE HORNI ST.    ;D060    ;81;P75 ;19/08/20;08:42:51;THONOVAP   ;   14174.00
S12.ES1-53NEB886  ;ELEKTROINSTALACE HORNI ST.    ;D060    ;81;P75 ;19/08/20;08:45:01;THONOVAP   ;   41176.00
S12.ES1-CXKG0139  ;ELECTRICAL INSTALATION        ;D060    ;81;P75 ;27/08/20;09:19:16;THONOVAP   ;   22223.00
S12.ES2-53NEB882  ;ELELKTROINSTALACE SPODNI ST.  ;D060    ;81;P75 ;19/08/20;08:47:30;THONOVAP   ;   17345.00
S12.ES2-53NEB886  ;ELELKTROINSTALACE SPODNI ST.  ;D060    ;81;P75 ;19/08/20;08:45:58;THONOVAP   ;   17345.00
S12.ES2-CXKG0139  ;ELECTRICAL INSTALATION        ;D060    ;81;P75 ;27/08/20;09:19:34;THONOVAP   ;   14698.00
S12.LIGHT-45NSLNG4;LIGHTING                      ;D060    ;81;P75 ;19/08/20;08:57:54;MIRKA      ;   16660.00
S12.LIGHT-45NSLNG8;LIGHTING                      ;D060    ;81;P75 ;19/08/20;08:45:04;MIRKA      ;   16669.00
S12.LIGHT-53NEB882;LIGHTING                      ;D060    ;81;P75 ;01/09/20;07:34:09;THONOVAP   ;    4553.00
S12.LIGHT-53NEB886;LIGHTING                      ;D060    ;81;P75 ;01/09/20;07:35:03;THONOVAP   ;    4553.00
S12.WIRE-CXKG0139 ;CABEL FOR CTR AND VF          ;D060    ;81;P75 ;27/08/20;09:22:34;THONOVAP   ;    3659.00
ST082A14          ;sada spoj. materiálu          ;V345    ;1 ;VO1 ;08/09/20;06:24:19;MIRKA      ;     819.56
ST127B01          ;SPOJ VODÍTKA+SPOJ.MAT.        ;V345    ;1 ;VO1 ;02/09/20;06:25:47;MIRKA      ;     186.76
TBA20602A358      ;BK_OMEZOVAÈ_RYCH.             ;V470    ;1 ;VO2 ;08/09/20;10:03:58;JRAC       ;    3262.67
TRUSS-45NSLNT1EC  ;TRUSS CH16 - 45NSLNT1EC       ;D180    ;81;P51 ;03/09/20;09:56:44;MIRKA      ;  108757.50
TRUSS-45NSLNT2EC  ;TRUSS CH15 - 45NSLNT2EC       ;D180    ;81;P51 ;03/09/20;10:02:18;MIRKA      ;  108151.20
TRUSS-45NSLNT3EC  ;TRUSS CH14 - 45NSLNT3EC       ;D180    ;81;P51 ;03/09/20;10:06:07;MIRKA      ;  100000.00
TRUSS-45NSLNT4EC  ;TRUSS CH13 - 45NSLNT4EC       ;D180    ;81;P51 ;03/09/20;10:08:10;MIRKA      ;  100000.00
TRUSS-45NSLNT5EC  ;TRUSS CH12 - 45NSLNT5EC       ;D180    ;81;P51 ;03/09/20;10:11:09;MIRKA      ;  103250.00
TRUSS-45NSLNT6EC  ;TRUSS CH11 - 45NSLNT6EC       ;D180    ;81;P51 ;03/09/20;10:15:03;MIRKA      ;  103250.00
TRUSS-45NSLNT7EC  ;TRUSS CH10 - 45NSLNT7EC       ;D180    ;81;P51 ;03/09/20;10:21:34;MIRKA      ;  174572.70
TRUSS-45NSLNT8EC  ;TRUSS CH09 - 45NSLNT8EC       ;D180    ;81;P51 ;03/09/20;10:25:17;MIRKA      ;  174572.70
TRUSS-73KKPG32EC  ;TRUSS CH26 - 73KKPG32EC       ;D180    ;81;P51 ;21/08/20;08:13:47;MIRKA      ;  122815.00
TRUSS-73KKPG33EC  ;TRUSS CH25 - 73KKPG33EC       ;D180    ;81;P51 ;21/08/20;08:15:32;MIRKA      ;  122815.00
TRUSS-B8NAA316EC  ;TRUSS CH34 - B8NAA316EC       ;D180    ;81;P51 ;01/09/20;11:07:20;MIRKA      ;  161106.75
TRUSS-B8NAA317EC  ;TRUSS CH33 - B8NAA317EC       ;D180    ;81;P51 ;01/09/20;12:12:59;MIRKA      ;  147456.75
TRUSS-B8NAA318EC  ;TRUSS CH32 - B8NAA318EC       ;D180    ;81;P51 ;01/09/20;12:15:23;MIRKA      ;  147456.75
TRUSS-B8NAA319EC  ;TRUSS CH35 - B8NAA319EC       ;D180    ;81;P51 ;01/09/20;12:18:05;MIRKA      ;  147456.75
TRUSS-CX03LINKEC  ;TRUSS CF83 - CX03LINKEC       ;D180    ;81;P51 ;04/09/20;08:28:34;THONOVAP   ;  100000.00
TRUSS-CX07LINKEC  ;TRUSS CH17 - CX07LINKEC       ;D180    ;81;P51 ;04/09/20;08:30:14;THONOVAP   ;  100000.00
